age,tenure_months,monthly_price,watch_hours_week,sessions_week,support_tickets_90d,ads_seen_week,payment_failures_6m,days_since_last_login,recommendation_click_rate,content_completion_rate,avg_rating_given,plan_type,device_main,payment_method,autopay_enabled,student_discount,family_account,target
53,36,15.09216083356096,6.17484210692371,10,1,19,0,38,0.18308582716052837,0.5757684666213012,2.739853562862258,standard,tablet,mobile_wallet,1,0,1,0
59,13,12.709955777562563,3.339531447837828,6,1,15,0,31,0.29731888196460216,0.4255718969686501,3.418233753863747,standard,tablet,card,0,0,0,0
58,1,13.539475824521023,0.0,5,0,18,0,60,0.24667821329234368,0.5776037766998069,3.934641584677987,basic,tv,card,0,0,0,0
28,8,12.431140371251711,12.737329739367887,7,1,27,1,23,0.5507327330290275,0.5435620235811218,3.5131622764452075,basic,mobile,mobile_wallet,0,0,0,0
37,11,10.409704166563904,11.731548936781598,8,1,22,0,53,0.09727223993272738,0.7541746802013407,3.087999828574009,basic,tv,card,0,0,0,0
42,56,20.453951341872976,3.9757294464631983,5,1,15,0,55,0.15255925867218903,0.418550838478526,4.302604650123904,premium,tv,bank_transfer,1,0,0,0
44,11,18.51925518011878,11.408340283731409,3,1,15,0,25,0.41543480529564775,0.875958607923511,2.540874277840275,premium,tv,card,1,1,0,0
20,10,13.85028222966676,2.876063501751804,5,1,18,1,48,0.3105885689812235,0.3537966043789563,2.8164270623582945,standard,tv,bank_transfer,1,0,0,0
46,51,16.398713233471078,6.464354476328075,3,0,13,0,29,0.15238805136456657,0.4649824090952439,3.1965917790930938,standard,mobile,mobile_wallet,1,0,0,0
26,53,16.54880356156214,5.3486010861238285,9,1,19,1,30,0.49605602604965976,0.5647614084921738,3.154067736451586,basic,mobile,paypal,1,1,0,0
57,13,24.361534232304248,6.6120454312342885,8,1,19,1,10,0.4940419178541703,0.8533762061877903,4.050453752456433,standard,tv,mobile_wallet,1,0,1,0
54,40,18.48027472366282,11.230899723782665,7,1,21,1,16,0.188708696157237,0.7102649284362852,3.49690326903055,standard,tablet,paypal,1,0,0,0
66,33,18.329078474912418,5.990629497332107,4,1,24,0,52,0.44987894436501014,0.2558684781055808,3.389693947965024,premium,mobile,card,1,0,0,0
57,35,15.141924052277338,6.301802706923128,7,2,18,0,5,0.39844542845745673,0.5621366721891228,5.0,standard,desktop,card,0,0,0,0
37,19,13.252304166359297,11.716136078284102,12,1,13,0,13,0.31660084751950457,0.37377450953093544,3.2158196949761297,standard,mobile,card,1,0,1,0
69,46,20.52084101064646,8.308539883522439,6,2,7,0,7,0.286648456634698,0.46664653461840455,4.941227747307573,standard,tablet,card,1,0,0,0
39,53,17.59908847026474,5.041060027704524,4,0,20,1,31,0.4950511128987054,0.541610461384018,2.8226372147481773,standard,mobile,card,1,0,1,0
35,44,11.671832183782403,9.20320867319538,8,4,21,0,6,0.2596389908512709,0.6354703478126331,2.803591637636248,premium,mobile,card,1,0,1,0
65,55,16.805466217359353,12.963309993093535,8,1,19,0,59,0.1125418352226169,0.3295948606674552,3.0935506409550912,standard,tv,card,1,1,0,0
37,7,18.339544353683248,13.27958265034987,10,1,14,1,3,0.06633442650199428,0.22350944243064047,3.2810030200134013,premium,desktop,paypal,1,0,1,0
22,40,6.606676174828554,1.376857597233144,6,0,12,0,17,0.5957601596956882,0.8157315033910119,3.414883983304077,standard,tablet,mobile_wallet,0,0,0,0
42,60,11.300452829661332,1.6272798037901124,3,2,19,1,12,0.31403160524216,0.552903741046409,3.751704922447232,standard,tv,card,0,0,0,0
60,33,16.441059304159626,12.995421015460211,6,1,20,0,31,0.27835857773353373,0.34730530275902405,5.0,premium,mobile,bank_transfer,1,0,0,0
28,57,7.292154784684977,6.5624027547333235,6,0,14,0,44,0.3012550401206648,0.6803761724002962,2.753217340109568,basic,tv,card,0,1,1,0
42,21,7.925475336458825,0.0,1,2,23,0,20,0.4674292565348501,0.6554695294451592,2.4524898582782413,standard,desktop,card,1,1,0,0
24,54,13.908153038422954,4.3504916891050796,5,2,29,0,16,0.024077604986714123,0.7175017053429388,4.3453876662078175,standard,mobile,card,1,0,0,0
54,57,16.95617703637977,5.804790180852541,7,1,18,0,31,0.264502704440909,0.606636781696596,4.691439852775106,premium,desktop,paypal,0,0,0,0
43,38,17.141134827604475,6.437152913697278,7,1,15,0,48,0.007792974785163358,0.7668453687931718,4.115920746696713,basic,mobile,card,0,0,1,1
35,43,21.319598210765843,11.82464216756237,4,1,19,0,44,0.16914449257261885,0.8348154614361845,3.7840937728075046,standard,desktop,card,1,1,0,0
30,32,15.319055551557996,3.3541608929028914,12,1,19,0,5,0.256069344640569,0.574803394577803,2.3253043718565847,standard,tv,paypal,0,0,0,0
47,20,13.499388586157913,12.677661937155397,3,0,26,0,59,0.1726897269408542,0.684662359111613,2.7392563171270545,basic,desktop,card,1,0,1,0
53,33,9.760561655379007,9.425662373330486,5,1,8,0,22,0.08391658591255369,0.2137987871519946,4.479469862418844,basic,tv,mobile_wallet,1,0,0,0
67,58,13.451489534291857,1.5672963181947352,7,2,20,0,19,0.16765261664350958,0.3192340944696701,4.392293933580507,basic,tv,card,1,0,1,0
41,1,17.82011723198691,6.402631564446325,2,0,16,0,52,0.1717278439865121,0.8835150368837531,3.5925294707927518,premium,desktop,paypal,1,0,1,0
26,13,18.000888813948475,10.473335421137778,5,1,18,1,4,0.07643203620604894,0.8609276536406992,3.589925414659839,premium,tv,paypal,0,1,1,0
62,30,16.04847602691397,8.197810939847304,5,1,19,0,15,0.29261543913365723,0.41296490174098993,3.14168999993264,premium,tv,bank_transfer,1,0,0,0
51,21,17.178459741178866,9.894866500944536,5,0,13,0,1,0.3440017320725752,0.5783482603080825,4.281389556065461,standard,tv,bank_transfer,1,0,1,0
55,38,20.095534236298366,5.062919672401999,7,0,11,0,8,0.028422164620614723,0.2826113557337952,4.560133554870057,basic,tv,card,1,0,0,0
23,22,15.291087372479835,10.773840385299904,5,1,15,0,31,0.05666490304693477,0.5134379315101733,3.475719929981107,basic,mobile,paypal,1,0,0,0
34,40,20.45927535100094,6.007690228939057,10,1,19,0,3,0.09277090420921007,0.7986372588040808,3.794375407732004,basic,tablet,card,1,0,0,0
58,7,12.083412642802616,20.730828296925125,8,1,16,0,59,0.15885295231077803,0.8297970613467528,4.638778110382688,standard,tv,card,1,0,0,0
62,20,14.696835821838038,1.4027401975758185,6,0,19,1,16,0.5822778251555893,0.6123839709742699,5.0,basic,mobile,paypal,1,0,1,0
41,42,13.066667080558318,21.48975459723149,7,2,24,0,38,0.3357906824032685,0.6459334836781623,4.711966711561667,premium,tv,card,0,0,0,0
60,29,18.160820526956034,3.244258781607366,6,0,20,0,56,0.2649745523893047,0.6067313416214176,5.0,basic,desktop,mobile_wallet,0,0,0,1
62,43,10.932062213634206,14.356123102771052,11,1,14,0,17,0.480355403853405,0.5162396426384899,3.7561052944548474,standard,desktop,paypal,0,0,0,0
38,39,13.702938097986037,12.137203618607554,5,1,20,0,45,0.11879845871838832,0.27111884114394647,2.4545102329605535,premium,mobile,bank_transfer,1,0,0,0
65,20,7.551294036709386,3.452174081647181,13,0,20,1,38,0.005116944836327223,0.5936886794068151,3.6168286830725376,standard,desktop,card,1,0,1,0
33,26,17.367504342279446,10.997357350185126,9,0,19,0,46,0.1924197267955495,0.33974928558446865,4.8667781423451135,standard,mobile,card,0,0,0,0
30,58,19.97716110290193,5.52095129951595,4,0,16,0,38,0.047955871451077256,0.7867699719192757,4.572258480367205,standard,desktop,card,1,0,0,0
54,58,18.632831805200386,9.374247897473296,5,1,16,0,29,0.11796575835359868,0.556870423590052,3.6659608481051893,basic,mobile,mobile_wallet,1,0,0,0
51,3,18.24051045387911,8.739336465491274,4,2,24,1,49,0.22073891804542964,0.5250723838011093,2.773461027323115,basic,tv,bank_transfer,1,0,0,0
25,43,18.347601583919793,6.253450712153854,6,0,16,0,30,0.533211410582489,0.5407983837479142,3.435298299312829,standard,tv,paypal,1,0,0,0
62,30,17.788775313746022,5.83785010553085,6,0,31,1,49,0.15888608330359003,0.6526900805226299,4.119793414184281,standard,mobile,card,0,0,1,0
28,1,17.447582490024317,9.704361911129022,7,2,26,0,35,0.1363754244948062,0.6289771667129291,3.249825672561019,premium,desktop,bank_transfer,0,0,0,0
60,39,17.705653830514507,3.4808887607346,6,3,18,0,30,0.3061437267202355,0.336566579333298,3.21043151774773,standard,tablet,mobile_wallet,1,0,0,0
18,2,12.367271480369766,3.6695251932935085,4,1,25,0,45,0.10612307166395325,0.771589828162614,4.664729887230667,basic,mobile,paypal,1,0,0,0
60,20,14.189226225920613,12.774880761616473,4,0,17,1,40,0.38735508045700917,0.4749567748718087,5.0,standard,tv,paypal,1,0,0,0
59,42,15.270973042834052,10.141931045862412,6,0,24,1,58,0.1683433092306193,0.7037719164409346,3.407860347074417,basic,mobile,card,1,1,0,0
59,49,13.647179445201946,1.4666640166935716,3,0,24,1,45,0.06739585747660974,0.6342767870528848,2.9088078443795546,standard,desktop,mobile_wallet,1,0,1,0
53,25,8.72476145586064,2.9836008766793256,7,0,15,0,21,0.13912460747647432,0.7322687490412267,3.5222862565659434,standard,tv,mobile_wallet,0,0,1,0
42,49,10.04996405242425,0.0,8,1,13,0,25,0.15265395672193116,0.26861580629769727,3.3163203244275903,standard,tv,card,1,0,1,1
55,51,15.909904460093896,12.548449098127012,6,1,17,1,32,0.06317912153554707,0.20499222653041793,2.813855381359449,premium,mobile,paypal,1,1,0,0
32,27,18.613103634887672,11.442880292789408,7,0,19,1,60,0.21143696251097316,0.8203339349057727,3.236844896425174,standard,tv,mobile_wallet,1,0,0,0
59,11,15.027367636638827,2.556214556690782,6,0,19,0,53,0.1587118876790114,0.26250505026301263,3.314594294556817,basic,tv,paypal,0,0,1,0
47,40,26.04928744741678,11.248254636007886,6,0,17,0,0,0.1244209395661846,0.5834299719551408,2.6237623271142505,basic,desktop,card,0,0,0,0
42,1,11.31095027937892,17.927506064254338,4,1,19,0,46,0.7792888166272123,0.6318061618087124,3.2671848165527875,premium,mobile,card,1,0,0,0
44,54,16.76976856826279,0.30330675945356855,8,0,22,0,56,0.43562781441702547,0.36066009713160435,4.448797896615245,premium,mobile,bank_transfer,0,0,0,0
48,24,20.154810442597768,4.92449617688756,8,1,18,0,49,0.5578219305137457,0.6949989882098603,3.506551933280343,basic,mobile,card,0,0,0,0
19,46,19.252708484662314,0.1940426988964612,8,1,10,0,49,0.23254233436053626,0.6095056078594827,3.0742959025195242,premium,tablet,card,1,0,1,0
25,45,17.610267447098472,12.742719433389048,8,1,25,0,22,0.563235872695087,0.7262088829359178,2.4853980716548256,standard,tv,mobile_wallet,1,0,0,0
31,29,19.27101589536844,7.519711760703897,1,3,18,0,23,0.09468070151407905,0.42108097423504953,4.139585194213943,basic,desktop,card,0,0,0,0
24,59,15.2115773906308,6.009475457715158,5,0,17,1,11,0.4609850984286622,0.5194549012635601,4.792782132695928,premium,tv,card,1,1,0,0
41,48,21.6415269792822,9.137090276775048,7,2,23,0,32,0.12515572414060774,0.6406952052454805,2.6417245131014684,standard,mobile,mobile_wallet,1,1,1,0
53,54,20.122636425417046,5.215330451252011,4,0,20,0,35,0.522939991717756,0.8530544652013896,3.071496902513829,basic,tv,card,1,0,0,0
52,6,11.581089597157813,5.9918385333078685,4,1,14,1,28,0.23064072129532154,0.6400552756188653,5.0,standard,tv,card,1,0,1,0
42,30,16.276271750537546,9.373812327976438,4,1,20,0,59,0.1800351061377735,0.8080922895715156,4.370413350887376,basic,mobile,card,0,0,1,0
63,58,8.80081348189259,4.949610877003887,2,1,17,0,38,0.21397494460517413,0.4874453941938303,5.0,premium,tv,card,1,0,0,0
47,49,21.077155892942837,5.655072472756174,5,2,21,0,46,0.47693202287111475,0.43900073358064035,4.3812961183604,premium,desktop,bank_transfer,0,0,0,0
22,28,15.886925764126937,7.217399504746634,6,1,16,2,55,0.133562747514436,0.6392299177184068,3.4952878945340076,basic,tv,card,0,0,0,1
58,5,20.38509137626805,8.456701005438548,8,1,17,1,35,0.5341458903996216,0.4866427551954481,1.968330729995479,standard,desktop,paypal,0,0,0,0
48,17,14.55256998092868,11.008221726810454,5,0,14,0,5,0.1177228392664604,0.5192584758511297,3.5127501334388254,premium,tv,card,1,0,0,0
51,35,7.5649300049387564,10.91613924100427,3,1,18,0,27,0.3082618398978081,0.554622604911199,3.405651639593247,basic,mobile,bank_transfer,1,0,0,0
47,39,25.53947016427996,0.502054805396777,9,1,17,0,58,0.29346435158338374,0.4228850376922199,3.6213217575826704,premium,mobile,card,1,0,0,0
47,56,15.51435418874896,15.039756556112177,8,0,10,0,39,0.4691601354767375,0.8184059750000168,2.9312145846593447,standard,mobile,card,0,0,0,0
22,6,10.989165506392801,8.295584423995289,9,1,19,0,43,0.5301049511861602,0.7656788815271754,4.590816903503481,standard,desktop,bank_transfer,1,0,0,0
47,24,19.573049153563556,6.3416954130747385,2,0,12,0,40,0.27684650145297546,0.7341733277317016,3.351140252978509,basic,desktop,mobile_wallet,1,0,1,0
60,17,23.133429124977184,3.4822964903111497,8,0,14,0,12,0.35923165053086675,0.49450683874929185,4.105419806131854,basic,mobile,bank_transfer,1,0,0,0
34,58,14.180247302171946,17.945835519347796,7,1,14,1,15,0.12921309182543875,0.41799033636687394,4.655519149180833,premium,mobile,paypal,1,0,0,0
49,10,14.593030357092113,19.799315911689366,4,0,22,0,19,0.023206097278186833,0.47882527108463835,3.666988106370035,standard,tablet,card,1,0,0,0
19,14,15.942184938846317,17.330903340429387,3,2,16,0,1,0.3021304995019244,0.589227989010164,4.531962393645477,standard,mobile,paypal,1,0,0,0
36,18,10.5461174737916,8.60707846094655,7,0,20,0,56,0.2175874361388248,0.7438513028539318,4.526121722123787,premium,mobile,card,0,0,1,0
41,7,12.227330201674523,9.72052626296143,4,2,14,0,56,0.07989083630777542,0.6055450341171169,2.076627072536719,premium,tv,mobile_wallet,1,0,1,0
70,39,22.117703457460088,15.455181360131348,4,0,22,0,42,0.6122658078606147,0.3235409112359253,4.248447495951438,standard,mobile,card,1,0,0,0
29,32,14.46117424840194,6.796245661311789,4,1,13,0,9,0.18668331317372802,0.7951159231706122,3.8507307056244233,standard,tv,card,1,0,1,0
32,34,11.63977208789916,10.70651288722701,6,1,20,0,58,0.21771498998544248,0.4339664675370464,3.680913368341415,standard,tablet,mobile_wallet,1,1,0,0
39,55,13.181832414546902,9.136096155409144,6,1,14,0,44,0.09556183803634774,0.43099322436140497,3.5429536380886035,standard,mobile,card,1,0,0,0
70,26,19.281294749320537,17.59383908570279,8,0,17,0,15,0.38504095614265804,0.7910763690060412,4.670965250317976,standard,mobile,card,1,0,0,0
63,19,7.086412459500244,15.18163894257621,8,1,21,1,58,0.17232308676591004,0.6592224425460195,5.0,basic,mobile,card,1,0,0,0
19,23,16.008599589415397,7.310141795038488,5,0,15,0,1,0.2784593347256241,0.6855619883018153,4.309285734745238,premium,mobile,bank_transfer,1,0,0,0
30,49,24.838874980169848,15.62525301358866,5,0,17,0,30,0.20602482442931483,0.46998689772957747,4.668529089235731,standard,tablet,paypal,1,0,0,0
61,32,23.11425050915612,7.980786387107105,3,1,17,1,29,0.29892645835743953,0.7922867514667467,3.3467015182282336,basic,mobile,card,1,0,1,0
21,11,17.28281112327469,5.271110949781374,4,1,16,0,32,0.3676961170352782,0.892172324059102,3.8007488544927113,standard,mobile,card,1,0,0,0
63,42,20.255770440175922,6.573317150010705,7,0,13,1,2,0.38849036122170505,0.43402846413942775,4.88376591901779,premium,tv,mobile_wallet,0,0,1,0
32,45,20.2173051391851,8.737056385694798,4,2,25,0,56,0.06883655425869518,0.5249838915367241,4.032748420546403,basic,tablet,paypal,1,0,0,1
66,15,14.486591986043607,4.0747494463203875,5,0,20,0,13,0.25478743279954985,0.7011209015466505,3.9794350979489406,standard,desktop,bank_transfer,0,0,0,0
33,34,18.689175213457226,5.411906146929915,4,1,22,0,0,0.43072233131402815,0.706440786758307,3.7655152607678137,premium,mobile,paypal,0,0,0,0
41,34,22.14433207514943,0.7830830627280179,9,1,22,1,6,0.28170099300108825,0.791719007674904,3.572673113610614,basic,desktop,mobile_wallet,1,0,0,0
53,11,9.934951027503477,3.887587073181174,4,3,14,1,39,0.5987717071794526,0.5692285289095633,2.7786364974346967,standard,mobile,bank_transfer,1,0,0,0
24,1,17.29660350992639,9.172734494104995,5,0,21,1,50,0.06332925823945411,0.691419844438843,5.0,standard,desktop,bank_transfer,1,0,0,0
47,44,16.43590179235421,13.210691314392859,7,2,20,0,12,0.3341634772666452,0.6752132395761665,3.925271058197117,premium,desktop,card,1,0,0,0
44,37,15.402657939896844,12.570160267107127,6,2,13,2,60,0.044960650546366665,0.5971365474125075,3.226247666145775,standard,tablet,mobile_wallet,0,0,0,1
59,43,15.048533222661522,10.149199219753893,4,0,21,0,18,0.19362132433399526,0.7091530270762925,4.138276259672178,basic,tv,card,1,0,0,0
70,23,15.916679890121715,0.3536292061742268,5,1,16,1,23,0.3890328302604288,0.5712265708430259,2.7067103513356376,basic,mobile,card,1,0,0,0
53,31,16.25228879139794,3.69498721220112,5,1,19,0,11,0.47009520306453073,0.773107497311437,4.154736345730524,standard,mobile,card,1,0,1,0
39,59,19.46446117145271,7.012786257922264,5,1,9,0,24,0.30559985855996546,0.6808177321709767,4.141631898724375,basic,desktop,paypal,0,0,0,0
39,14,16.89605865290872,12.814165527296295,6,1,12,0,60,0.3021579365167553,0.4624558039721283,3.701459696570766,basic,desktop,card,1,0,0,0
40,40,14.278493621294512,5.215728631200392,9,0,17,0,35,0.12481302177786235,0.6257314646437194,3.8614585105607713,standard,mobile,bank_transfer,1,0,0,0
61,8,11.630314170035884,1.9012211742167597,6,0,25,0,37,0.18237526393351045,0.4034728846490635,4.3592764254064695,standard,desktop,mobile_wallet,1,1,1,0
35,4,13.10022992869185,15.24144089624945,2,1,16,0,58,0.15877957500615839,0.43243267543793207,3.659622651932724,standard,tv,paypal,1,0,1,0
26,58,16.034664411516122,4.3253350272405555,10,1,17,0,44,0.22546478386329874,0.7985197339459268,2.577985743514861,standard,tv,bank_transfer,0,0,0,0
35,8,12.165717048470691,2.360647463693769,9,0,23,1,26,0.5066314369976564,0.565444614143107,2.7198913946727994,basic,desktop,card,0,0,0,0
19,40,18.77350835485849,9.136676670482835,10,1,11,0,20,0.1747403237678626,0.6528088412849611,3.835108670411165,standard,tv,paypal,1,1,0,0
23,31,16.710220562691422,7.7496267938861685,6,2,19,0,18,0.6471405052010858,0.7369070301734665,4.1834625754835315,premium,tv,card,1,0,0,0
22,49,19.564109680228043,5.499368715217898,12,0,9,0,1,0.2032417643981499,0.5474156205022843,2.6427020112785753,standard,mobile,paypal,0,0,0,0
58,33,12.434723116131895,8.001839480581511,6,2,24,0,30,0.2994469002108059,0.5847585157274467,3.39690290215742,standard,mobile,card,1,0,0,0
56,42,11.665729341407005,3.3702975916827995,9,1,14,1,56,0.2695954549253513,0.519024221428116,3.5060502476252244,premium,tv,card,1,0,1,0
54,54,19.534228905070663,5.442095938253021,3,0,18,0,28,0.2263969067488153,0.8059057739875537,2.928219329984583,basic,desktop,card,0,0,1,0
42,50,15.509815826670216,7.819352651062159,13,0,21,0,2,0.4608372885350044,0.6170845063142384,3.7976267571905495,basic,mobile,card,1,0,1,0
56,44,14.179931484392439,0.0,5,1,20,0,14,0.39710806140680666,0.5831876679903182,4.468725233240029,standard,mobile,mobile_wallet,0,1,0,0
26,10,17.784641982609585,12.775327694653221,7,0,22,0,51,0.39986335071045825,0.8262396055726856,2.6128577134718576,premium,tv,card,1,0,1,0
65,11,17.635796954582908,1.1354791097253063,11,2,12,0,30,0.21606404706933263,0.8265213837860231,3.1376673801848387,standard,desktop,mobile_wallet,0,0,0,0
44,30,9.966945053066832,3.305718848804198,8,0,16,2,58,0.41520652783583734,0.6213344728098026,1.0,basic,desktop,card,0,0,0,1
67,40,20.528580492344357,13.000767391474891,3,1,25,1,56,0.2237814279464327,0.2950627098902613,4.051301212586577,standard,mobile,card,1,0,1,0
26,41,13.348372226338505,10.846557496407616,5,1,11,0,14,0.25302926662358344,0.9205779907593293,3.660872925459956,standard,desktop,bank_transfer,1,0,0,0
44,48,21.79007219096762,8.43661558915998,2,0,17,0,16,0.10483074081120936,0.7608934765712695,3.697106710741453,standard,mobile,paypal,1,0,0,0
54,7,9.655805545745348,0.0,4,0,20,1,30,0.34224164631397347,0.5217502394379507,2.6072313186734615,premium,tablet,paypal,0,0,0,0
